"","yan"
"9690","CD4+ T cell"
"9691","Dendritic cell"
"9692","CD4+ T cell"
"9693","Dendritic cell"
"9694","B cell"
"9695","CD4+ T cell"
"9696","CD4+ T cell"
"9697","CD4+ T cell"
"9698","CD4+ T cell"
"9699","unassigned"
"9700","B cell"
"9701","B cell"
"9702","B cell"
"9703","B cell"
"9704","CD4+ T cell"
"9705","CD4+ T cell"
"9706","B cell"
"9707","CD4+ T cell"
"9708","B cell"
"9709","B cell"
"9710","CD4+ T cell"
"9711","CD4+ T cell"
"9712","B cell"
"9713","Dendritic cell"
"9714","Cytotoxic T cell"
"9715","B cell"
"9716","CD4+ T cell"
"9717","CD4+ T cell"
"9718","B cell"
"9719","unassigned"
"9720","CD4+ T cell"
"9721","CD4+ T cell"
"9722","CD4+ T cell"
"9723","CD4+ T cell"
"9724","CD4+ T cell"
"9725","B cell"
"9726","CD14+ monocyte"
"9727","CD4+ T cell"
"9728","B cell"
"9729","CD4+ T cell"
"9730","B cell"
"9731","B cell"
"9732","CD4+ T cell"
"9733","Cytotoxic T cell"
"9734","CD14+ monocyte"
"9735","Dendritic cell"
"9736","B cell"
"9737","unassigned"
"9738","CD4+ T cell"
"9739","B cell"
"9740","CD4+ T cell"
"9741","B cell"
"9742","Plasmacytoid dendritic cell"
"9743","CD4+ T cell"
"9744","CD4+ T cell"
"9745","CD4+ T cell"
"9746","CD4+ T cell"
"9747","CD4+ T cell"
"9748","Megakaryocyte"
"9749","CD4+ T cell"
"9750","B cell"
"9751","CD4+ T cell"
"9752","B cell"
"9753","B cell"
"9754","CD4+ T cell"
"9755","CD4+ T cell"
"9756","CD4+ T cell"
"9757","Dendritic cell"
"9758","Dendritic cell"
"9759","Dendritic cell"
"9760","CD4+ T cell"
"9761","unassigned"
"9762","B cell"
"9763","CD4+ T cell"
"9764","CD4+ T cell"
"9765","Dendritic cell"
"9766","CD4+ T cell"
"9767","CD4+ T cell"
"9768","B cell"
"9769","CD4+ T cell"
"9770","Dendritic cell"
"9771","CD4+ T cell"
"9772","B cell"
"9773","B cell"
"9774","CD14+ monocyte"
"9775","CD4+ T cell"
"9776","B cell"
"9777","CD4+ T cell"
"9778","CD4+ T cell"
"9779","B cell"
"9780","CD4+ T cell"
"9781","B cell"
"9782","Cytotoxic T cell"
"9783","CD4+ T cell"
"9784","Dendritic cell"
"9785","B cell"
"9786","unassigned"
"9787","CD4+ T cell"
"9788","CD4+ T cell"
"9789","CD4+ T cell"
"9790","CD4+ T cell"
"9791","CD14+ monocyte"
"9792","CD4+ T cell"
"9793","B cell"
"9794","unassigned"
"9795","unassigned"
"9796","CD4+ T cell"
"9797","CD4+ T cell"
"9798","CD4+ T cell"
"9799","CD4+ T cell"
"9800","B cell"
"9801","Dendritic cell"
"9802","B cell"
"9803","CD14+ monocyte"
"9804","CD4+ T cell"
"9805","CD4+ T cell"
"9806","CD4+ T cell"
"9807","CD4+ T cell"
"9808","B cell"
"9809","CD4+ T cell"
"9810","unassigned"
"9811","CD4+ T cell"
"9812","Dendritic cell"
"9813","CD14+ monocyte"
"9814","Dendritic cell"
"9815","Dendritic cell"
"9816","Dendritic cell"
"9817","CD4+ T cell"
"9818","B cell"
"9819","CD4+ T cell"
"9820","B cell"
"9821","B cell"
"9822","CD4+ T cell"
"9823","CD4+ T cell"
"9824","B cell"
"9825","CD4+ T cell"
"9826","Cytotoxic T cell"
"9827","B cell"
"9828","CD4+ T cell"
"9829","B cell"
"9830","CD14+ monocyte"
"9831","Cytotoxic T cell"
"9832","B cell"
"9833","B cell"
"9834","CD4+ T cell"
"9835","CD4+ T cell"
"9836","CD4+ T cell"
"9837","Dendritic cell"
"9838","B cell"
"9839","CD4+ T cell"
"9840","Dendritic cell"
"9841","B cell"
"9842","Dendritic cell"
"9843","CD4+ T cell"
"9844","B cell"
"9845","CD4+ T cell"
"9846","Dendritic cell"
"9847","CD4+ T cell"
"9848","B cell"
"9849","CD4+ T cell"
"9850","B cell"
"9851","Dendritic cell"
"9852","Dendritic cell"
"9853","Dendritic cell"
"9854","CD4+ T cell"
"9855","Dendritic cell"
"9856","CD4+ T cell"
"9857","CD4+ T cell"
"9858","B cell"
"9859","CD4+ T cell"
"9860","unassigned"
"9861","unassigned"
"9862","CD4+ T cell"
"9863","CD4+ T cell"
"9864","B cell"
"9865","CD4+ T cell"
"9866","CD4+ T cell"
"9867","CD4+ T cell"
"9868","CD4+ T cell"
"9869","B cell"
"9870","CD4+ T cell"
"9871","CD4+ T cell"
"9872","B cell"
"9873","Cytotoxic T cell"
"9874","B cell"
"9875","B cell"
"9876","Dendritic cell"
"9877","CD4+ T cell"
"9878","B cell"
"9879","CD4+ T cell"
"9880","B cell"
"9881","Dendritic cell"
"9882","B cell"
"9883","CD4+ T cell"
"9884","Dendritic cell"
"9885","CD4+ T cell"
"9886","CD4+ T cell"
"9887","CD4+ T cell"
"9888","CD4+ T cell"
"9889","B cell"
"9890","Dendritic cell"
"9891","Dendritic cell"
"9892","B cell"
"9893","CD4+ T cell"
"9894","CD4+ T cell"
"9895","CD4+ T cell"
"9896","B cell"
"9897","CD4+ T cell"
"9898","CD4+ T cell"
"9899","B cell"
"9900","Dendritic cell"
"9901","CD4+ T cell"
"9902","B cell"
"9903","B cell"
"9904","CD4+ T cell"
"9905","CD4+ T cell"
"9906","B cell"
"9907","Dendritic cell"
"9908","Dendritic cell"
"9909","unassigned"
"9910","unassigned"
"9911","CD4+ T cell"
"9912","B cell"
"9913","unassigned"
"9914","unassigned"
"9915","Dendritic cell"
"9916","Dendritic cell"
"9917","CD4+ T cell"
"9918","CD4+ T cell"
"9919","B cell"
"9920","unassigned"
"9921","unassigned"
"9922","CD4+ T cell"
"9923","CD4+ T cell"
"9924","unassigned"
"9925","B cell"
"9926","unassigned"
"9927","Plasmacytoid dendritic cell"
"9928","CD4+ T cell"
"9929","CD4+ T cell"
"9930","Dendritic cell"
"9931","Dendritic cell"
"9932","CD4+ T cell"
"9933","unassigned"
"9934","CD4+ T cell"
"9935","CD4+ T cell"
"9936","B cell"
"9937","B cell"
"9938","CD4+ T cell"
"9939","B cell"
"9940","Dendritic cell"
"9941","Dendritic cell"
"9942","CD4+ T cell"
"9943","CD4+ T cell"
"9944","Dendritic cell"
"9945","Dendritic cell"
"9946","Dendritic cell"
"9947","B cell"
"9948","CD14+ monocyte"
"9949","CD4+ T cell"
"9950","B cell"
"9951","Dendritic cell"
"9952","Cytotoxic T cell"
"9953","unassigned"
"9954","B cell"
"9955","CD4+ T cell"
"9956","Dendritic cell"
"9957","B cell"
"9958","Dendritic cell"
"9959","CD4+ T cell"
"9960","B cell"
"9961","Dendritic cell"
"9962","Dendritic cell"
"9963","CD4+ T cell"
"9964","B cell"
"9965","CD4+ T cell"
"9966","CD4+ T cell"
"9967","Dendritic cell"
"9968","CD4+ T cell"
"9969","CD4+ T cell"
"9970","CD4+ T cell"
"9971","CD14+ monocyte"
"9972","B cell"
"9973","Dendritic cell"
"9974","Dendritic cell"
"9975","CD4+ T cell"
"9976","unassigned"
"9977","Cytotoxic T cell"
"9978","B cell"
"9979","B cell"
"9980","Dendritic cell"
"9981","CD4+ T cell"
"9982","B cell"
"9983","CD4+ T cell"
"9984","unassigned"
"9985","B cell"
"9986","B cell"
"9987","Dendritic cell"
"9988","Cytotoxic T cell"
"9989","B cell"
"9990","B cell"
"9991","B cell"
"9992","B cell"
"9993","B cell"
"9994","B cell"
"9995","Dendritic cell"
"9996","Dendritic cell"
"9997","CD4+ T cell"
"9998","B cell"
"9999","Dendritic cell"
"10000","CD4+ T cell"
"10001","Dendritic cell"
"10002","CD4+ T cell"
"10003","Dendritic cell"
"10004","B cell"
"10005","CD4+ T cell"
"10006","CD4+ T cell"
"10007","CD4+ T cell"
"10008","B cell"
"10009","CD4+ T cell"
"10010","CD4+ T cell"
"10011","B cell"
"10012","CD4+ T cell"
"10013","Dendritic cell"
"10014","CD14+ monocyte"
"10015","Megakaryocyte"
"10016","B cell"
"10017","B cell"
"10018","CD4+ T cell"
"10019","Dendritic cell"
"10020","B cell"
"10021","CD14+ monocyte"
"10022","CD4+ T cell"
"10023","CD4+ T cell"
"10024","CD4+ T cell"
"10025","Dendritic cell"
"10026","B cell"
"10027","unassigned"
"10028","B cell"
"10029","Dendritic cell"
"10030","CD4+ T cell"
"10031","CD4+ T cell"
"10032","CD4+ T cell"
"10033","B cell"
"10034","unassigned"
"10035","Dendritic cell"
"10036","B cell"
"10037","CD4+ T cell"
"10038","Dendritic cell"
"10039","B cell"
"10040","CD4+ T cell"
"10041","Dendritic cell"
"10042","Dendritic cell"
"10043","B cell"
"10044","Cytotoxic T cell"
"10045","CD4+ T cell"
"10046","B cell"
"10047","B cell"
"10048","CD4+ T cell"
"10049","CD4+ T cell"
"10050","Cytotoxic T cell"
"10051","Megakaryocyte"
"10052","CD4+ T cell"
"10053","unassigned"
"10054","CD4+ T cell"
"10055","B cell"
"10056","B cell"
"10057","CD4+ T cell"
"10058","unassigned"
"10059","Dendritic cell"
"10060","B cell"
"10061","B cell"
"10062","B cell"
"10063","Megakaryocyte"
"10064","CD4+ T cell"
"10065","CD4+ T cell"
"10066","CD4+ T cell"
"10067","unassigned"
"10068","B cell"
"10069","Dendritic cell"
"10070","Dendritic cell"
"10071","CD4+ T cell"
"10072","CD4+ T cell"
"10073","Dendritic cell"
"10074","CD4+ T cell"
"10075","B cell"
"10076","Dendritic cell"
"10077","CD4+ T cell"
"10078","CD4+ T cell"
"10079","Cytotoxic T cell"
"10080","CD4+ T cell"
"10081","Cytotoxic T cell"
"10082","B cell"
"10083","B cell"
"10084","CD4+ T cell"
"10085","Dendritic cell"
"10086","B cell"
"10087","B cell"
"10088","B cell"
"10089","unassigned"
"10090","B cell"
"10091","CD4+ T cell"
"10092","CD4+ T cell"
"10093","CD4+ T cell"
"10094","unassigned"
"10095","B cell"
"10096","CD4+ T cell"
"10097","CD4+ T cell"
"10098","CD4+ T cell"
"10099","Dendritic cell"
"10100","CD4+ T cell"
"10101","CD4+ T cell"
"10102","CD4+ T cell"
"10103","unassigned"
"10104","B cell"
"10105","B cell"
"10106","Dendritic cell"
"10107","B cell"
"10108","CD4+ T cell"
"10109","CD4+ T cell"
"10110","CD4+ T cell"
"10111","CD4+ T cell"
"10112","CD4+ T cell"
"10113","CD4+ T cell"
"10114","CD4+ T cell"
"10115","CD4+ T cell"
"10116","B cell"
"10117","CD4+ T cell"
"10118","CD4+ T cell"
"10119","CD4+ T cell"
"10120","unassigned"
"10121","CD4+ T cell"
"10122","Megakaryocyte"
"10123","B cell"
"10124","Dendritic cell"
"10125","CD4+ T cell"
"10126","CD4+ T cell"
"10127","CD4+ T cell"
"10128","B cell"
"10129","unassigned"
"10130","CD4+ T cell"
"10131","CD4+ T cell"
"10132","CD4+ T cell"
"10133","CD4+ T cell"
"10134","CD4+ T cell"
"10135","B cell"
"10136","B cell"
"10137","B cell"
"10138","Plasmacytoid dendritic cell"
"10139","B cell"
"10140","CD4+ T cell"
"10141","B cell"
"10142","B cell"
"10143","CD4+ T cell"
"10144","CD4+ T cell"
"10145","CD4+ T cell"
"10146","Dendritic cell"
"10147","B cell"
"10148","CD4+ T cell"
"10149","B cell"
"10150","Dendritic cell"
"10151","B cell"
"10152","Dendritic cell"
"10153","B cell"
"10154","B cell"
"10155","CD4+ T cell"
"10156","B cell"
"10157","CD4+ T cell"
"10158","Cytotoxic T cell"
"10159","CD4+ T cell"
"10160","Plasmacytoid dendritic cell"
"10161","CD4+ T cell"
"10162","CD4+ T cell"
"10163","B cell"
"10164","CD4+ T cell"
"10165","CD4+ T cell"
"10166","B cell"
"10167","B cell"
"10168","Dendritic cell"
"10169","B cell"
"10170","Dendritic cell"
"10171","Dendritic cell"
"10172","CD4+ T cell"
"10173","B cell"
"10174","B cell"
"10175","CD4+ T cell"
"10176","B cell"
"10177","CD4+ T cell"
"10178","CD4+ T cell"
"10179","CD4+ T cell"
"10180","unassigned"
"10181","Dendritic cell"
"10182","CD4+ T cell"
"10183","CD4+ T cell"
"10184","Dendritic cell"
"10185","CD14+ monocyte"
"10186","CD4+ T cell"
"10187","Cytotoxic T cell"
"10188","CD4+ T cell"
"10189","B cell"
"10190","Dendritic cell"
"10191","Dendritic cell"
"10192","B cell"
"10193","B cell"
"10194","CD4+ T cell"
"10195","B cell"
"10196","CD14+ monocyte"
"10197","CD4+ T cell"
"10198","unassigned"
"10199","CD4+ T cell"
"10200","CD4+ T cell"
"10201","CD4+ T cell"
"10202","Plasmacytoid dendritic cell"
"10203","B cell"
"10204","unassigned"
"10205","CD4+ T cell"
"10206","Dendritic cell"
"10207","B cell"
"10208","B cell"
"10209","Dendritic cell"
"10210","CD4+ T cell"
"10211","B cell"
"10212","B cell"
"10213","B cell"
"10214","Dendritic cell"
"10215","B cell"
"10216","Dendritic cell"
"10217","B cell"
"10218","CD4+ T cell"
"10219","CD4+ T cell"
"10220","Cytotoxic T cell"
"10221","Dendritic cell"
"10222","B cell"
"10223","CD4+ T cell"
"10224","B cell"
"10225","CD4+ T cell"
"10226","unassigned"
"10227","CD4+ T cell"
"10228","CD4+ T cell"
"10229","CD4+ T cell"
"10230","CD4+ T cell"
"10231","unassigned"
"10232","CD4+ T cell"
"10233","Dendritic cell"
"10234","unassigned"
"10235","CD4+ T cell"
"10236","CD4+ T cell"
"10237","CD4+ T cell"
"10238","Dendritic cell"
"10239","CD4+ T cell"
"10240","CD14+ monocyte"
"10241","B cell"
"10242","CD4+ T cell"
"10243","CD4+ T cell"
"10244","B cell"
"10245","CD4+ T cell"
"10246","Dendritic cell"
"10247","Dendritic cell"
"10248","CD4+ T cell"
"10249","Dendritic cell"
"10250","B cell"
"10251","B cell"
"10252","B cell"
"10253","unassigned"
"10254","CD4+ T cell"
"10255","Megakaryocyte"
"10256","CD4+ T cell"
"10257","B cell"
"10258","CD4+ T cell"
"10259","CD14+ monocyte"
"10260","B cell"
"10261","Dendritic cell"
"10262","CD4+ T cell"
"10263","CD4+ T cell"
"10264","B cell"
"10265","B cell"
"10266","B cell"
"10267","B cell"
"10268","B cell"
"10269","CD4+ T cell"
"10270","B cell"
"10271","CD4+ T cell"
"10272","CD4+ T cell"
"10273","CD4+ T cell"
"10274","B cell"
"10275","B cell"
"10276","Dendritic cell"
"10277","B cell"
"10278","CD4+ T cell"
"10279","CD4+ T cell"
"10280","B cell"
"10281","B cell"
"10282","CD4+ T cell"
"10283","CD14+ monocyte"
"10284","CD4+ T cell"
"10285","Cytotoxic T cell"
"10286","B cell"
"10287","CD4+ T cell"
"10288","CD4+ T cell"
"10289","B cell"
"10290","CD4+ T cell"
"10291","unassigned"
"10292","B cell"
"10293","Dendritic cell"
"10294","CD4+ T cell"
"10295","CD4+ T cell"
"10296","B cell"
"10297","CD4+ T cell"
"10298","CD4+ T cell"
"10299","unassigned"
"10300","B cell"
"10301","B cell"
"10302","Cytotoxic T cell"
"10303","Dendritic cell"
"10304","B cell"
"10305","unassigned"
"10306","Dendritic cell"
"10307","CD4+ T cell"
"10308","CD4+ T cell"
"10309","CD4+ T cell"
"10310","Dendritic cell"
"10311","unassigned"
"10312","CD4+ T cell"
"10313","B cell"
"10314","B cell"
"10315","CD4+ T cell"
"10316","Dendritic cell"
"10317","CD4+ T cell"
"10318","Dendritic cell"
"10319","CD4+ T cell"
"10320","CD4+ T cell"
"10321","Dendritic cell"
"10322","CD4+ T cell"
"10323","CD4+ T cell"
"10324","B cell"
"10325","B cell"
"10326","CD4+ T cell"
"10327","B cell"
"10328","B cell"
"10329","CD4+ T cell"
"10330","CD4+ T cell"
"10331","Dendritic cell"
"10332","B cell"
"10333","Cytotoxic T cell"
"10334","CD4+ T cell"
"10335","Dendritic cell"
"10336","CD4+ T cell"
"10337","Dendritic cell"
"10338","B cell"
"10339","Cytotoxic T cell"
"10340","Dendritic cell"
"10341","CD4+ T cell"
"10342","B cell"
"10343","CD4+ T cell"
"10344","B cell"
"10345","B cell"
"10346","CD14+ monocyte"
"10347","CD4+ T cell"
"10348","CD4+ T cell"
"10349","CD4+ T cell"
"10350","CD4+ T cell"
"10351","CD4+ T cell"
"10352","Dendritic cell"
"10353","CD4+ T cell"
"10354","CD4+ T cell"
"10355","Cytotoxic T cell"
"10356","CD4+ T cell"
"10357","B cell"
"10358","CD4+ T cell"
"10359","CD4+ T cell"
"10360","CD4+ T cell"
"10361","CD4+ T cell"
"10362","Plasmacytoid dendritic cell"
"10363","CD4+ T cell"
"10364","B cell"
"10365","Plasmacytoid dendritic cell"
"10366","B cell"
"10367","Dendritic cell"
"10368","Dendritic cell"
"10369","B cell"
"10370","CD4+ T cell"
"10371","CD4+ T cell"
"10372","B cell"
"10373","CD4+ T cell"
"10374","B cell"
"10375","CD4+ T cell"
"10376","unassigned"
"10377","CD4+ T cell"
"10378","B cell"
"10379","Megakaryocyte"
"10380","CD4+ T cell"
"10381","unassigned"
"10382","CD4+ T cell"
"10383","Dendritic cell"
"10384","B cell"
"10385","CD4+ T cell"
"10386","CD4+ T cell"
"10387","Cytotoxic T cell"
"10388","CD4+ T cell"
"10389","CD4+ T cell"
"10390","Dendritic cell"
"10391","CD4+ T cell"
"10392","B cell"
"10393","CD4+ T cell"
"10394","Dendritic cell"
"10395","Dendritic cell"
"10396","B cell"
"10397","Dendritic cell"
"10398","CD4+ T cell"
"10399","CD4+ T cell"
"10400","B cell"
"10401","CD4+ T cell"
"10402","B cell"
"10403","CD4+ T cell"
"10404","CD4+ T cell"
"10405","CD4+ T cell"
"10406","B cell"
"10407","Dendritic cell"
"10408","Dendritic cell"
"10409","CD4+ T cell"
"10410","unassigned"
"10411","Dendritic cell"
"10412","Dendritic cell"
"10413","Dendritic cell"
"10414","Dendritic cell"
"10415","B cell"
"10416","CD14+ monocyte"
"10417","Dendritic cell"
"10418","unassigned"
"10419","CD4+ T cell"
"10420","B cell"
"10421","Dendritic cell"
"10422","B cell"
"10423","B cell"
"10424","CD4+ T cell"
"10425","B cell"
"10426","CD4+ T cell"
"10427","Cytotoxic T cell"
"10428","unassigned"
"10429","Dendritic cell"
"10430","CD4+ T cell"
"10431","B cell"
"10432","CD4+ T cell"
"10433","CD4+ T cell"
"10434","CD4+ T cell"
"10435","CD4+ T cell"
"10436","CD4+ T cell"
"10437","B cell"
"10438","Dendritic cell"
"10439","B cell"
"10440","CD4+ T cell"
"10441","Dendritic cell"
"10442","Dendritic cell"
"10443","CD4+ T cell"
"10444","CD4+ T cell"
"10445","CD4+ T cell"
"10446","B cell"
"10447","CD4+ T cell"
"10448","B cell"
"10449","B cell"
"10450","unassigned"
"10451","B cell"
"10452","CD4+ T cell"
"10453","CD4+ T cell"
"10454","CD4+ T cell"
"10455","B cell"
"10456","B cell"
"10457","CD4+ T cell"
"10458","CD4+ T cell"
"10459","CD4+ T cell"
"10460","Dendritic cell"
"10461","B cell"
"10462","CD4+ T cell"
"10463","CD4+ T cell"
"10464","Dendritic cell"
"10465","CD4+ T cell"
"10466","B cell"
"10467","Dendritic cell"
"10468","Dendritic cell"
"10469","B cell"
"10470","CD4+ T cell"
"10471","CD14+ monocyte"
"10472","Cytotoxic T cell"
"10473","B cell"
"10474","B cell"
"10475","Dendritic cell"
"10476","unassigned"
"10477","Dendritic cell"
"10478","CD4+ T cell"
"10479","B cell"
"10480","Dendritic cell"
"10481","CD4+ T cell"
"10482","CD4+ T cell"
"10483","B cell"
"10484","CD4+ T cell"
"10485","CD4+ T cell"
"10486","B cell"
"10487","B cell"
"10488","CD4+ T cell"
"10489","CD4+ T cell"
"10490","B cell"
"10491","unassigned"
"10492","B cell"
"10493","CD4+ T cell"
"10494","CD4+ T cell"
"10495","CD4+ T cell"
"10496","B cell"
"10497","CD4+ T cell"
"10498","CD14+ monocyte"
"10499","unassigned"
"10500","CD4+ T cell"
"10501","unassigned"
"10502","CD4+ T cell"
"10503","CD4+ T cell"
"10504","CD4+ T cell"
"10505","CD4+ T cell"
"10506","CD4+ T cell"
"10507","Dendritic cell"
"10508","Dendritic cell"
"10509","CD4+ T cell"
"10510","CD4+ T cell"
"10511","B cell"
"10512","CD4+ T cell"
"10513","B cell"
"10514","CD4+ T cell"
"10515","CD4+ T cell"
"10516","unassigned"
"10517","unassigned"
"10518","CD4+ T cell"
"10519","CD4+ T cell"
"10520","B cell"
"10521","B cell"
"10522","CD4+ T cell"
"10523","Dendritic cell"
"10524","B cell"
"10525","Dendritic cell"
"10526","B cell"
"10527","CD4+ T cell"
"10528","CD4+ T cell"
"10529","B cell"
"10530","CD14+ monocyte"
"10531","CD4+ T cell"
"10532","Dendritic cell"
"10533","unassigned"
"10534","Cytotoxic T cell"
"10535","B cell"
"10536","CD4+ T cell"
"10537","CD4+ T cell"
"10538","unassigned"
"10539","CD4+ T cell"
"10540","CD4+ T cell"
"10541","B cell"
"10542","CD4+ T cell"
"10543","unassigned"
"10544","CD4+ T cell"
"10545","CD4+ T cell"
"10546","B cell"
"10547","CD4+ T cell"
"10548","CD4+ T cell"
"10549","CD4+ T cell"
"10550","CD14+ monocyte"
"10551","unassigned"
"10552","CD4+ T cell"
"10553","B cell"
"10554","CD4+ T cell"
"10555","CD4+ T cell"
"10556","CD4+ T cell"
"10557","B cell"
"10558","B cell"
"10559","Dendritic cell"
"10560","Dendritic cell"
"10561","unassigned"
"10562","Dendritic cell"
"10563","B cell"
"10564","B cell"
"10565","CD4+ T cell"
"10566","B cell"
"10567","CD4+ T cell"
"10568","Dendritic cell"
"10569","CD4+ T cell"
"10570","Dendritic cell"
"10571","Dendritic cell"
"10572","CD4+ T cell"
"10573","Dendritic cell"
"10574","Dendritic cell"
"10575","B cell"
"10576","unassigned"
"10577","B cell"
"10578","unassigned"
"10579","Cytotoxic T cell"
"10580","CD4+ T cell"
"10581","CD4+ T cell"
"10582","B cell"
"10583","unassigned"
"10584","B cell"
"10585","CD4+ T cell"
"10586","B cell"
"10587","Dendritic cell"
"10588","CD4+ T cell"
"10589","B cell"
"10590","CD4+ T cell"
"10591","unassigned"
"10592","CD4+ T cell"
"10593","CD4+ T cell"
"10594","CD4+ T cell"
"10595","B cell"
"10596","CD4+ T cell"
"10597","Dendritic cell"
"10598","B cell"
"10599","CD4+ T cell"
"10600","Dendritic cell"
"10601","CD4+ T cell"
"10602","CD4+ T cell"
"10603","B cell"
"10604","Dendritic cell"
"10605","CD4+ T cell"
"10606","B cell"
"10607","CD4+ T cell"
"10608","unassigned"
"10609","B cell"
"10610","CD4+ T cell"
"10611","CD4+ T cell"
"10612","B cell"
"10613","Dendritic cell"
"10614","CD14+ monocyte"
"10615","CD4+ T cell"
"10616","Cytotoxic T cell"
"10617","B cell"
"10618","Dendritic cell"
"10619","CD4+ T cell"
"10620","CD4+ T cell"
"10621","CD4+ T cell"
"10622","CD4+ T cell"
"10623","unassigned"
"10624","B cell"
"10625","Dendritic cell"
"10626","Dendritic cell"
"10627","CD14+ monocyte"
"10628","Dendritic cell"
"10629","B cell"
"10630","CD4+ T cell"
"10631","CD4+ T cell"
"10632","Dendritic cell"
"10633","CD4+ T cell"
"10634","CD4+ T cell"
"10635","CD4+ T cell"
"10636","CD4+ T cell"
"10637","B cell"
"10638","unassigned"
"10639","Dendritic cell"
"10640","B cell"
"10641","CD4+ T cell"
"10642","Cytotoxic T cell"
"10643","CD4+ T cell"
"10644","CD14+ monocyte"
"10645","CD4+ T cell"
"10646","B cell"
"10647","B cell"
"10648","B cell"
"10649","Dendritic cell"
"10650","Dendritic cell"
"10651","CD4+ T cell"
"10652","B cell"
"10653","CD4+ T cell"
"10654","Dendritic cell"
"10655","B cell"
"10656","Dendritic cell"
"10657","unassigned"
"10658","Dendritic cell"
"10659","Cytotoxic T cell"
"10660","B cell"
"10661","unassigned"
"10662","CD4+ T cell"
"10663","CD4+ T cell"
"10664","CD4+ T cell"
"10665","CD4+ T cell"
"10666","CD4+ T cell"
"10667","CD4+ T cell"
"10668","B cell"
"10669","B cell"
"10670","CD4+ T cell"
"10671","Dendritic cell"
"10672","Dendritic cell"
"10673","CD4+ T cell"
"10674","unassigned"
"10675","CD4+ T cell"
"10676","CD4+ T cell"
"10677","Cytotoxic T cell"
"10678","CD4+ T cell"
"10679","Dendritic cell"
"10680","B cell"
"10681","Dendritic cell"
"10682","B cell"
"10683","B cell"
"10684","Dendritic cell"
"10685","Dendritic cell"
"10686","Megakaryocyte"
"10687","CD4+ T cell"
"10688","CD4+ T cell"
"10689","CD4+ T cell"
"10690","CD4+ T cell"
"10691","B cell"
"10692","Dendritic cell"
"10693","unassigned"
"10694","B cell"
"10695","CD4+ T cell"
"10696","B cell"
"10697","Dendritic cell"
"10698","B cell"
"10699","Dendritic cell"
"10700","Dendritic cell"
"10701","B cell"
"10702","CD4+ T cell"
"10703","Dendritic cell"
"10704","Cytotoxic T cell"
"10705","B cell"
"10706","Dendritic cell"
"10707","B cell"
"10708","CD4+ T cell"
"10709","CD4+ T cell"
"10710","unassigned"
"10711","CD4+ T cell"
"10712","CD4+ T cell"
"10713","CD4+ T cell"
"10714","Dendritic cell"
"10715","CD4+ T cell"
"10716","B cell"
"10717","CD4+ T cell"
"10718","CD14+ monocyte"
"10719","B cell"
"10720","CD4+ T cell"
"10721","unassigned"
"10722","unassigned"
"10723","Dendritic cell"
"10724","B cell"
"10725","Dendritic cell"
"10726","Dendritic cell"
"10727","CD4+ T cell"
"10728","CD4+ T cell"
"10729","Dendritic cell"
"10730","CD4+ T cell"
"10731","unassigned"
"10732","CD4+ T cell"
"10733","Cytotoxic T cell"
"10734","CD4+ T cell"
"10735","Dendritic cell"
"10736","B cell"
"10737","CD4+ T cell"
"10738","CD4+ T cell"
"10739","B cell"
"10740","B cell"
"10741","B cell"
"10742","B cell"
"10743","B cell"
"10744","CD4+ T cell"
"10745","CD4+ T cell"
"10746","CD4+ T cell"
"10747","CD4+ T cell"
"10748","B cell"
"10749","CD4+ T cell"
"10750","CD4+ T cell"
"10751","CD4+ T cell"
"10752","CD4+ T cell"
"10753","Megakaryocyte"
"10754","CD4+ T cell"
"10755","CD4+ T cell"
"10756","unassigned"
"10757","Dendritic cell"
"10758","B cell"
"10759","B cell"
"10760","CD4+ T cell"
"10761","CD4+ T cell"
"10762","CD4+ T cell"
"10763","CD4+ T cell"
"10764","B cell"
"10765","CD4+ T cell"
"10766","CD4+ T cell"
"10767","CD4+ T cell"
"10768","CD4+ T cell"
"10769","CD4+ T cell"
"10770","CD4+ T cell"
"10771","Dendritic cell"
"10772","Dendritic cell"
"10773","CD4+ T cell"
"10774","B cell"
"10775","Dendritic cell"
"10776","CD4+ T cell"
"10777","CD4+ T cell"
"10778","Dendritic cell"
"10779","B cell"
"10780","Dendritic cell"
"10781","Dendritic cell"
"10782","B cell"
"10783","CD4+ T cell"
"10784","CD4+ T cell"
"10785","Dendritic cell"
"10786","CD4+ T cell"
"10787","Dendritic cell"
"10788","unassigned"
"10789","B cell"
"10790","CD4+ T cell"
"10791","B cell"
"10792","B cell"
"10793","CD4+ T cell"
"10794","CD4+ T cell"
"10795","CD4+ T cell"
"10796","B cell"
"10797","unassigned"
"10798","Dendritic cell"
"10799","Dendritic cell"
"10800","Dendritic cell"
"10801","B cell"
"10802","CD4+ T cell"
"10803","Cytotoxic T cell"
"10804","B cell"
"10805","CD4+ T cell"
"10806","unassigned"
"10807","CD4+ T cell"
"10808","CD4+ T cell"
"10809","B cell"
"10810","B cell"
"10811","CD4+ T cell"
"10812","B cell"
"10813","CD4+ T cell"
"10814","B cell"
"10815","CD4+ T cell"
"10816","CD4+ T cell"
"10817","Megakaryocyte"
"10818","Megakaryocyte"
"10819","CD4+ T cell"
"10820","CD4+ T cell"
"10821","unassigned"
"10822","B cell"
"10823","Dendritic cell"
"10824","CD4+ T cell"
"10825","unassigned"
